age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
43,Self-emp-not-inc,Bachelors,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
29,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Female,0,0,40,United-States,>50K
66,Private,Associates,Widowed,Admin,Not-in-family,White,Female,0,0,35,United-States,<=50K
45,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
30,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,60,United-States,<=50K
19,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,25,United-States,<=50K
22,Private,High School grad,Never-Married,Admin,Own-child,Black,Female,0,0,40,United-States,<=50K
62,Local-gov,High School grad,Married,White-Collar,Husband,White,Male,19643,0,72,United-States,>50K
20,Private,High School grad,Never-Married,Sales,Not-in-family,Black,Female,0,0,35,United-States,<=50K
31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,65,United-States,<=50K
21,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
17,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,15,United-States,<=50K
59,State-gov,Associates,Married,Blue-Collar,Husband,White,Male,0,0,48,United-States,>50K
29,Private,High School grad,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,0,20,*,<=50K
31,Private,Bachelors,Separated,Professional,Wife,White,Male,7687,0,40,United-States,>50K
22,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Female,0,0,40,United-States,<=50K
73,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,*,<=50K
29,Private,Dropout,Never-Married,Sales,Not-in-family,White,Male,0,0,41,*,<=50K
35,Private,Associates,Married,Blue-Collar,Wife,White,Male,0,0,45,United-States,>50K
29,Self-emp-inc,High School grad,Married,Other,Husband,White,Male,0,894,40,United-States,>50K
45,Local-gov,Bachelors,Separated,Other,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
25,Private,Bachelors,Separated,Service,Not-in-family,White,Female,0,0,20,United-States,<=50K
63,Local-gov,Masters,Widowed,Admin,Unmarried,White,Female,0,0,8,United-States,<=50K
43,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,45,United-States,<=50K
26,Private,Bachelors,Never-Married,Sales,Own-child,Black,Female,0,0,40,*,<=50K
30,Private,High School grad,Never-Married,Blue-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
47,Private,High School grad,Never-Married,Admin,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,High School grad,Married,Service,Husband,White,Male,0,0,60,Latin-America,<=50K
38,Local-gov,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,>50K
53,Federal-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,1880,45,United-States,>50K
29,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,43,United-States,>50K
32,Private,High School grad,Separated,Blue-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
20,Private,High School grad,Never-Married,Other,Own-child,White,Female,0,0,24,*,<=50K
23,Self-emp-not-inc,High School grad,Never-Married,Admin,Husband,White,Male,0,0,40,United-States,<=50K
66,Private,*,Married,Professional,Husband,White,Male,20051,0,40,United-States,>50K
18,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,30,United-States,<=50K
37,Private,High School grad,Married,White-Collar,Husband,White,Male,5013,0,40,United-States,>50K
56,Private,Bachelors,Widowed,Professional,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,45,United-States,>50K
54,Private,High School grad,Separated,Service,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,Masters,Never-Married,Professional,Not-in-family,Black,Female,0,0,40,United-States,<=50K
59,Private,Bachelors,Married,Other,Husband,White,Male,0,0,37,United-States,>50K
30,Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,44,United-States,<=50K
27,Private,Dropout,Never-Married,Admin,Own-child,Black,Male,0,0,20,United-States,<=50K
20,Private,High School grad,Never-Married,Professional,Wife,White,Female,0,0,48,United-States,<=50K
37,Private,High School grad,Married,Other,Husband,Black,Male,0,0,40,United-States,<=50K
72,Self-emp-not-inc,High School grad,Married,Sales,Wife,White,Female,0,0,48,United-States,>50K
24,Private,High School grad,Separated,Other,Not-in-family,White,Female,0,0,48,United-States,<=50K
38,Private,High School grad,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K
41,Private,High School grad,Married,Service,Wife,White,Female,0,0,32,United-States,>50K
31,Private,Dropout,Married,Service,Own-child,Asian-Pac-Islander,Male,0,0,24,United-States,<=50K
43,Self-emp-not-inc,Associates,Married,Professional,Wife,White,Female,0,0,45,United-States,>50K
34,Private,*,Never-Married,Sales,Not-in-family,Black,Male,4327,0,40,*,>50K
44,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,Black,Male,0,0,50,United-States,>50K
58,Private,High School grad,Married,White-Collar,Husband,White,Male,7687,0,40,United-States,>50K
32,Self-emp-inc,*,Married,Sales,Wife,Asian-Pac-Islander,Female,0,0,45,United-States,>50K
20,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,30,United-States,<=50K
29,Private,Bachelors,Married,White-Collar,Not-in-family,White,Male,0,0,50,United-States,>50K
35,Private,Bachelors,Married,Service,Husband,White,Male,7687,0,20,United-States,>50K
18,Private,Dropout,Never-Married,Service,Own-child,White,Male,0,0,18,United-States,<=50K
19,Private,Bachelors,Never-Married,Admin,Wife,Asian-Pac-Islander,Female,0,0,16,United-States,<=50K
25,Local-gov,Masters,Never-Married,Professional,Not-in-family,White,Male,0,0,40,*,<=50K
28,Private,Dropout,Separated,Blue-Collar,Own-child,White,Male,0,0,40,*,<=50K
28,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,40,United-States,<=50K
61,Private,Associates,Widowed,Professional,Not-in-family,White,Female,0,0,40,United-States,>50K
23,Private,Bachelors,Never-Married,Admin,Own-child,Asian-Pac-Islander,Male,0,0,45,United-States,<=50K
40,Private,High School grad,Separated,Professional,Husband,White,Female,0,0,50,United-States,<=50K
59,Private,High School grad,Married,White-Collar,Husband,White,Male,0,1739,45,*,>50K
19,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
37,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,60,United-States,<=50K
56,Private,Bachelors,Separated,Blue-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
17,Private,Dropout,Never-Married,Service,Own-child,White,Female,0,0,12,United-States,<=50K
40,Self-emp-not-inc,High School grad,Widowed,Other,Husband,White,Male,0,0,50,United-States,>50K
48,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,Dropout,Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,Dropout,Never-Married,Service,Own-child,White,Male,0,0,60,United-States,<=50K
22,Private,High School grad,Married,Blue-Collar,Husband,White,Male,2151,0,40,United-States,<=50K
50,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,38,United-States,>50K
52,Private,Dropout,Married,White-Collar,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,High School grad,Separated,Blue-Collar,Not-in-family,Black,Male,0,0,40,United-States,<=50K
40,Private,Dropout,Separated,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
22,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,40,United-States,<=50K
57,State-gov,Bachelors,Married,Sales,Wife,Asian-Pac-Islander,Female,0,0,40,United-States,>50K
23,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
23,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
22,Private,Dropout,Never-Married,Service,Own-child,White,Female,0,0,20,United-States,<=50K
38,Private,High School grad,Married,Other,Husband,White,Female,0,0,40,United-States,<=50K
45,Private,Associates,Separated,Service,Not-in-family,White,Female,0,0,8,United-States,<=50K
41,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Female,0,0,60,United-States,<=50K
26,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,23,United-States,<=50K
35,Private,High School grad,Separated,Blue-Collar,Unmarried,Asian-Pac-Islander,Female,0,0,24,United-States,<=50K
63,Local-gov,Masters,Married,Professional,Wife,White,Female,0,0,5,United-States,>50K
33,Local-gov,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,<=50K
28,Self-emp-not-inc,Bachelors,Married,Service,Husband,White,Male,0,0,45,United-States,>50K
61,Self-emp-not-inc,High School grad,Widowed,Sales,Unmarried,White,Female,0,0,16,United-States,<=50K
45,Private,Bachelors,Married,Admin,Wife,White,Male,0,0,45,United-States,>50K
29,Private,Masters,Never-Married,Professional,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,High School grad,Never-Married,Blue-Collar,Unmarried,White,Male,0,0,20,United-States,<=50K
40,Private,High School grad,Separated,Other,Unmarried,Black,Female,0,0,30,United-States,<=50K
48,Private,High School grad,Separated,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K
25,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,30,United-States,<=50K
37,Private,Dropout,Separated,Blue-Collar,Husband,White,Male,0,0,40,Latin-America,<=50K
22,Private,Associates,Never-Married,White-Collar,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Private,Dropout,Separated,Blue-Collar,Unmarried,White,Female,0,0,25,United-States,<=50K
38,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,<=50K
21,Private,High School grad,Never-Married,Professional,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,Associates,Never-Married,Professional,Not-in-family,Black,Female,0,1378,40,United-States,>50K
48,Private,Masters,Married,White-Collar,Husband,White,Male,15024,0,50,United-States,>50K
56,Local-gov,Associates,Married,Admin,Unmarried,Black,Female,0,0,40,United-States,<=50K
36,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,Dropout,Never-Married,Blue-Collar,Husband,White,Female,0,0,40,United-States,<=50K
36,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,20,United-States,<=50K
43,Private,Masters,Married,Professional,Husband,White,Male,0,0,35,United-States,<=50K
18,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
67,Self-emp-not-inc,High School grad,Married,Sales,Husband,Black,Male,0,0,40,United-States,<=50K
40,Private,*,Separated,Service,Not-in-family,Asian-Pac-Islander,Male,0,0,60,*,<=50K
57,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
43,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,60,United-States,<=50K
63,State-gov,High School grad,Separated,Blue-Collar,Not-in-family,Asian-Pac-Islander,Female,0,0,20,*,<=50K
20,State-gov,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,15,United-States,<=50K
47,State-gov,Bachelors,Married,Admin,Wife,White,Female,0,0,35,United-States,>50K
28,Private,High School grad,Never-Married,Admin,Unmarried,Black,Male,0,0,40,United-States,<=50K
37,Private,Associates,Never-Married,Admin,Not-in-family,White,Female,3904,0,35,*,<=50K
40,Private,High School grad,Married,Blue-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
39,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,30,United-States,<=50K
26,Self-emp-not-inc,High School grad,Never-Married,Sales,Unmarried,White,Male,0,0,50,United-States,>50K
66,Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,0,8,United-States,>50K
62,Self-emp-inc,Dropout,Married,Professional,Husband,White,Male,0,0,30,United-States,>50K
22,Private,High School grad,Never-Married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Private,Bachelors,Married,White-Collar,Husband,White,Male,15024,0,50,United-States,>50K
31,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,Dropout,Married,Service,Unmarried,White,Female,0,0,8,United-States,<=50K
50,Self-emp-inc,*,Married,Professional,Husband,White,Male,7687,0,50,*,>50K
33,Private,Masters,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
27,Private,High School grad,Never-Married,Admin,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
22,Private,Bachelors,Never-Married,Admin,Own-child,White,Female,0,0,40,United-States,<=50K
35,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,50,United-States,>50K
19,Private,High School grad,Never-Married,Service,Own-child,Black,Female,0,0,20,United-States,<=50K
41,Private,High School grad,Never-Married,Admin,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,High School grad,Married,Sales,Husband,White,Male,0,0,60,United-States,<=50K
26,Private,High School grad,Never-Married,Sales,Not-in-family,Black,Female,0,0,37,United-States,<=50K
51,Self-emp-not-inc,High School grad,Separated,White-Collar,Unmarried,White,Female,0,0,50,United-States,<=50K
49,Private,Associates,Married,White-Collar,Husband,White,Male,7298,0,40,United-States,>50K
45,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States,<=50K
20,Local-gov,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
51,Private,High School grad,Married,Professional,Husband,White,Male,0,0,40,United-States,>50K
45,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,54,United-States,>50K
44,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,0,86,United-States,<=50K
27,Private,Bachelors,Never-Married,Admin,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Local-gov,High School grad,Never-Married,Admin,Not-in-family,Black,Female,0,0,25,United-States,<=50K
41,Local-gov,Masters,Married,Professional,Husband,Black,Male,0,0,54,United-States,>50K
45,Private,Dropout,Never-Married,White-Collar,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States,<=50K
18,Self-emp-not-inc,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Female,0,0,25,United-States,<=50K
41,State-gov,Masters,Separated,Professional,Not-in-family,White,Male,7298,0,35,United-States,>50K
27,Private,High School grad,Never-Married,Sales,Not-in-family,Black,Male,0,0,51,United-States,<=50K
42,Self-emp-not-inc,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,50,*,<=50K
32,Private,High School grad,Married,Service,Husband,White,Male,0,0,48,United-States,<=50K
26,Private,High School grad,Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States,<=50K
64,State-gov,Bachelors,Married,White-Collar,Husband,White,Male,5598,0,35,United-States,>50K
43,Private,Bachelors,Never-Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
56,Private,Dropout,Widowed,Blue-Collar,Husband,White,Male,5135,0,40,United-States,<=50K
34,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
59,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,High School grad,Never-Married,White-Collar,Not-in-family,White,Male,0,0,20,United-States,<=50K
40,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,0,0,40,*,<=50K
23,Local-gov,High School grad,Never-Married,Blue-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
18,Private,Associates,Separated,Blue-Collar,Not-in-family,White,Female,0,0,30,United-States,<=50K
35,Private,High School grad,Married,Sales,Husband,White,Female,0,0,40,United-States,<=50K
36,Self-emp-not-inc,Bachelors,Married,Professional,Husband,White,Male,0,0,60,United-States,>50K
56,Local-gov,Dropout,Married,White-Collar,Husband,Black,Male,0,0,40,United-States,<=50K
32,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,35,United-States,<=50K
